the_geom,lon,objectid,service_request_id,status,status_notes,service_name,service_code,agency_responsible,the_geom_webmercator,requested_datetime,updated_datetime,expected_datetime,address,zipcode,media_url,lat,service_notice
0101000020E61000008F3F285A7FC352C00EFEFAF8B6054440,-75.054647958,23,8967034,Closed,Repair Completed,Graffiti Removal,SR-CL01,Community Life Improvement Program,0101000020110F0000A628534C39DF5FC108B7B6123C965241,2015-01-11 08:15:14,2015-08-12 03:46:59,2015-01-19 19:00:00,COTTMAN AVE & E ROOSEVELT BLVD,,,40.04464638,7 Business Days
0101000020E610000023999B9052C352C0F82F732E83054440,-75.051914362,24,8967033,Closed,Repair Completed,Graffiti Removal,SR-CL01,Community Life Improvement Program,0101000020110F00002B76EF38EDDE5FC18DDAC19D02965241,2015-01-11 08:15:07,2015-08-12 03:46:59,2015-01-19 19:00:00,2900 COTTMAN AVE,,,40.043065838,7 Business Days
,,26,11379516,Closed,Question Answered,Information Request,SR-IR01,Philly311 Contact Center,,2017-06-19 08:40:56,2017-06-19 08:41:32,2017-06-19 09:00:12,,,,,
,,27,11358183,Closed,Question Answered,Information Request,SR-IR01,Philly311 Contact Center,,2017-06-06 13:36:09,2017-06-06 13:36:27,2017-06-06 14:00:12,,,,,
0101000020E6100000FC611955E5CD52C09372B51D6CF94340,-75.217122341,28,8967040,Closed,Issue Resolved,Graffiti Removal,SR-CL01,Community Life Improvement Program,0101000020110F0000EB3080F0E2F05FC1D642E9609B885241,2015-01-11 10:15:06,2015-08-12 03:46:59,2015-01-19 19:00:00,BALTIMORE AVE & S 47TH ST,19143,,39.948611937,7 Business Days
,,29,11358182,Closed,Question Answered,Information Request,SR-IR01,Water Revenue,,2017-06-06 13:35:59,2017-06-06 13:36:35,2017-06-06 14:00:12,,,,,
0101000020E61000006071BC2B50CB52C06CE2CBE166FA4340,-75.176768239,30,8967044,Closed,Issue Resolved,Graffiti Removal,SR-CL01,Community Life Improvement Program,0101000020110F00009365D6E37FEC5FC1F5A57E34B1895241,2015-01-11 10:45:14,2015-08-12 03:46:59,2015-01-19 19:00:00,100 N CROSKEY ST,19103,,39.95626471,7 Business Days
0101000020E610000033F0AB8B3ECE52C008FD8ED940F94340,-75.222567477,31,8967042,Closed,Issue Resolved,Graffiti Removal,SR-CL01,Community Life Improvement Program,0101000020110F00001E441D7A7AF15FC1586652726B885241,2015-01-11 10:45:05,2015-08-12 03:47:02,2015-01-19 19:00:00,708 S 50TH ST,19143,,39.947291562,7 Business Days
0101000020E610000052D4786DDFC252C00E984DA16F044440,-75.044886941,253,8997391,Closed,Repair Completed,Graffiti Removal,SR-CL01,Community Life Improvement Program,0101000020110F00001A8073A629DE5FC1BE2E72F1D0945241,2015-02-01 11:15:19,2015-08-12 03:47:31,2015-02-09 19:00:00,7057 FRANKFORD AVE,,https://d21tc4b3k3r3vo.cloudfront.net/uploads/27412/requests/54ce4f8744378-369.jpg,40.034656679,7 Business Days
0101000020E6100000B6D2CEDD6CC252C0DF8DE476D8044440,-75.037894677,254,8997392,Closed,Repair Completed,Graffiti Removal,SR-CL01,Community Life Improvement Program,0101000020110F0000C767760E67DD5FC18F46A23B45955241,2015-02-01 11:15:23,2015-08-12 03:47:31,2015-02-09 19:00:00,7400 FRANKFORD AVE,,https://d21tc4b3k3r3vo.cloudfront.net/uploads/27412/requests/54ce4fdf1de49-369.jpg,40.037855966,7 Business Days
,,328,9256853,Closed,,Information Request,SR-IR01,Streets Department,,2015-06-30 15:57:22,2017-05-31 21:06:14,2017-05-31 21:30:25,,,,,None
,,329,8997506,Closed,Question Answered,Information Request,SR-IR01,Department of Records,,2015-02-02 08:13:18,2015-02-02 08:13:26,,,,,,None
,,330,8997507,Closed,Question Answered,Information Request,SR-IR01,Philly311,,2015-02-02 08:13:30,2015-02-02 08:14:09,,,,,,None
0101000020E6100000C6924978C8CB52C029F5D9BFBAF64340,-75.184110706,331,9351734,Closed,,Illegal Dumping,SR-ST02,Streets Department,0101000020110F000077FDE03A4CED5FC158F60DC89F855241,2015-08-24 14:56:11,2017-05-31 21:06:14,2015-08-31 20:00:00,1953 S 23RD ST,19145,,39.927574144,5 Business Days
,,332,8997509,Closed,Question Answered,Information Request,SR-IR01,Office of the Director of Finance,,2015-02-02 08:14:16,2015-02-02 08:15:51,,,,,,None
,,334,8997511,Closed,Question Answered,Information Request,SR-IR01,Philly311 Contact Center,,2015-02-02 08:14:27,2015-02-02 08:14:28,,,UNKNOWN,,,None
,,335,8997512,Closed,Question Answered,Information Request,SR-IR01,Philly311 Contact Center,,2015-02-02 08:14:31,2015-02-02 08:14:31,,,,,,None
,,336,8997513,Closed,Question Answered,Information Request,SR-IR01,,,2015-02-02 08:15:04,2015-03-24 12:22:33,,,,,,None
,,337,8997514,Closed,Question Answered,Information Request,SR-IR01,State/Federal Government Offices,,2015-02-02 08:15:11,2015-02-02 08:15:44,,,,,,None
,,339,8997517,Closed,Question Answered,Information Request,SR-IR01,First Judicial District/Courts,,2015-02-02 08:15:21,2015-02-02 08:15:48,,,19145,,,None
,,340,8997519,Closed,Question Answered,Information Request,SR-IR01,Philly311 Contact Center,,2015-02-02 08:16:43,2015-02-02 08:16:44,,,,,,None
,,341,8997520,Closed,Question Answered,Information Request,SR-IR01,Philly311 Contact Center,,2015-02-02 08:16:52,2015-02-02 08:16:52,,,,,,None
,,342,8997521,Closed,Question Answered,Information Request,SR-IR01,Philly311 Contact Center,,2015-02-02 08:17:15,2015-02-02 08:17:15,,,,,,None
,,343,8997523,Closed,Question Answered,Information Request,SR-IR01,State/Federal Government Offices,,2015-02-02 08:19:02,2015-02-02 08:19:44,,,,,,None
0101000020E6100000A0658286A3C952C0C215B3D2E2024440,-75.150605804,319,9004899,Closed,,Rubbish/Recyclable Material Collection,SR-ST03,Streets Department,0101000020110F000093D9E8CAA7E95FC1026559D318935241,2015-02-05 08:26:45,2017-05-31 21:06:14,2015-02-08 19:00:00,4532 N HICKS ST,,,40.022547087,2 Business Days
,,3467983,11816702,Closed,Question Answered,Information Request,SR-IR01,City Council,,2018-02-12 12:54:51,2018-02-12 13:00:27,2018-02-12 13:30:08,,,,,
,,320,9004900,Closed,,Information Request,SR-IR01,Streets Department,,2015-02-05 08:26:56,2017-05-31 21:06:14,2017-05-31 21:30:25,,19146,,,None
0101000020E61000005D1BC79B7EC952C0C9D9A63E31004440,-75.148352566,321,8997469,Closed,,Information Request,SR-IR01,License & Inspections,0101000020110F00000714E41569E95FC11FFCD12A1C905241,2015-02-02 00:45:06,2015-08-12 03:47:39,,3209 GERMANTOWN AVE,,,40.001502832,None
,,406,8997566,Closed,,Information Request,SR-IR01,Licenses & Inspections- L&I,,2015-02-02 08:33:42,2015-02-02 08:34:06,,,19134,,,None
,,407,8997567,Closed,Question Answered,Information Request,SR-IR01,Register of Wills/ Orphans Court,,2015-02-02 08:35:00,2015-02-02 08:35:12,,,,,,None
,,408,8997568,Closed,Question Answered,Information Request,SR-IR01,Police Department,,2015-02-02 08:35:13,2015-02-02 08:35:13,,,unknown,,,None
,,409,8997569,Closed,Question Answered,Information Request,SR-IR01,Philly311 Contact Center,,2015-02-02 08:35:20,2015-02-02 08:35:32,,,,,,None
,,410,8997571,Closed,Question Answered,Information Request,SR-IR01,Board of Revision of Taxes- BRT,,2015-02-02 08:36:07,2015-03-24 12:22:54,,,,,,None
,,411,8997573,Closed,Question Answered,Information Request,SR-IR01,Police Department,,2015-02-02 08:36:36,2015-02-02 08:37:10,,,08085,,,None
0101000020E6100000697761CE60CB52C0695D5958A6054440,-75.177783581,3464106,11803372,Closed,,Rubbish/Recyclable Material Collection,SR-ST03,Streets Department,0101000020110F000085EC92259CEC5FC1565B63A029965241,2018-02-02 08:06:06,2018-02-10 07:15:46,2018-02-05 19:00:00,116 E TULPEHOCKEN ST,,,40.04413895,2 Business Days
0101000020E6100000697761CE60CB52C0695D5958A6054440,-75.177783581,3464107,11806416,Closed,,Rubbish/Recyclable Material Collection,SR-ST03,Streets Department,0101000020110F000085EC92259CEC5FC1565B63A029965241,2018-02-05 11:47:18,2018-02-10 07:15:46,2018-02-06 19:00:00,116 E TULPEHOCKEN ST,,,40.04413895,2 Business Days
0101000020E610000007BE37C06BCB52C001050FBA21064440,-75.178451585,3464108,11810387,Closed,,Illegal Dumping,SR-ST02,Streets Department,0101000020110F000050AAC6BCAEEC5FC1AD128D82B2965241,2018-02-07 10:49:38,2018-02-10 07:15:47,2018-02-13 19:00:00,CARNATION ST & E DUVAL ST,19141,,40.047904258,5 Business Days
0101000020E6100000E4DB9AF8D3CD52C0B5A1A4B811FA4340,-75.216062688,190,8997348,Closed,Issue Resolved,Graffiti Removal,SR-CL01,Community Life Improvement Program,0101000020110F0000FF7D1473C5F05FC1319BDAD952895241,2015-01-31 21:45:11,2015-08-12 03:47:25,2015-02-09 19:00:00,241 S 47TH ST,19139,https://d21tc4b3k3r3vo.cloudfront.net/uploads/27412/requests/54cd91c8dbd62-369.jpg,39.953665806,7 Business Days
0101000020E6100000D6E39DC7D1CD52C00578A08824FA4340,-75.215928943,191,8997349,Closed,Issue Resolved,Graffiti Removal,SR-CL01,Community Life Improvement Program,0101000020110F0000AE692FBAC1F05FC141E4A7B167895241,2015-01-31 21:45:15,2015-08-12 03:47:25,2015-02-09 19:00:00,241 S 47TH ST,19139,https://d21tc4b3k3r3vo.cloudfront.net/uploads/27412/requests/54cd92922f260-369.jpg,39.95423992,7 Business Days
0101000020E61000007BF1EAC1C9CD52C0CD6A68A005FA4340,-75.215439299,192,8997350,Closed,Issue Resolved,Graffiti Removal,SR-CL01,Community Life Improvement Program,0101000020110F00009651C519B4F05FC13871727345895241,2015-01-31 21:45:18,2015-08-12 03:47:25,2015-02-09 19:00:00,4639 SPRUCE ST,19139,https://d21tc4b3k3r3vo.cloudfront.net/uploads/27412/requests/54cd932324f77-369.jpg,39.953296711,7 Business Days
0101000020E61000007BF1EAC1C9CD52C0CD6A68A005FA4340,-75.215439299,193,8997351,Closed,Issue Resolved,Graffiti Removal,SR-CL01,Community Life Improvement Program,0101000020110F00009651C519B4F05FC13871727345895241,2015-01-31 22:15:05,2015-08-12 03:47:25,2015-02-09 19:00:00,4639 SPRUCE ST,19139,https://d21tc4b3k3r3vo.cloudfront.net/uploads/27412/requests/54cd940ec8f29-369.jpg,39.953296711,7 Business Days
0101000020E61000009E12293051CE52C0055F661254F94340,-75.223705334,144,8997279,Closed,Issue Resolved,Graffiti Removal,SR-CL01,Community Life Improvement Program,0101000020110F0000DCB3AA249AF15FC1B7AFCABD80885241,2015-01-31 11:14:57,2015-04-29 12:40:58,2015-02-09 19:00:00,5008 BALTIMORE AVE,19143,,39.94787817,7 Business Days
0101000020E61000005810148913C352C0691350766D054440,-75.048067346,146,8997282,Closed,Repair Completed,Graffiti Removal,SR-CL01,Community Life Improvement Program,0101000020110F00003A6E1D2982DE5FC1FB707785EA955241,2015-01-31 11:45:10,2015-08-12 03:47:14,2015-02-09 19:00:00,7359 HAWTHORNE ST,,https://d21tc4b3k3r3vo.cloudfront.net/uploads/27412/requests/54cd02f29c163-369.jpg,40.042403017,7 Business Days
,,150,11348708,Closed,Question Answered,Information Request,SR-IR01,Department of Public Health,,2017-05-31 16:02:25,2017-05-31 16:03:22,2017-05-31 16:30:14,,,,,
0101000020E61000008A00A777F1CD52C079E8BB5B59FA4340,-75.217863,151,8997287,Closed,Issue Resolved,Graffiti Removal,SR-CL01,Community Life Improvement Program,0101000020110F000055414B8DF7F05FC18109A238A2895241,2015-01-31 12:15:10,2015-08-12 03:47:17,2015-02-09 19:00:00,"48th St & Walnut St - FS, Philadelphia, PA 19139, USA",19139,https://d21tc4b3k3r3vo.cloudfront.net/uploads/27412/requests/54cd0993b773a-369.jpg,39.955852,7 Business Days
0101000020E61000004B0D0265F2CD52C0DB9BC69330FA4340,-75.217919591,152,8997288,Closed,Issue Resolved,Graffiti Removal,SR-CL01,Community Life Improvement Program,0101000020110F0000E9687720F9F05FC174769C0975895241,2015-01-31 12:15:14,2015-08-12 03:47:15,2015-02-09 19:00:00,237 S 48TH ST,19139,https://d21tc4b3k3r3vo.cloudfront.net/uploads/27412/requests/54cd0aac86164-369.jpg,39.954607457,7 Business Days
,,3266678,11744084,Closed,Question Answered,Information Request,SR-IR01,Philly311 Contact Center,,2017-12-27 10:04:09,2017-12-27 10:04:13,2017-12-27 10:30:11,,,,,
0101000020E610000098CE3DDAAEC052C0C86340D56C064440,-75.010672148,2118394,9385710,Closed,,Maintenance Residential or Commercial,SR-LI21,License & Inspections,0101000020110F000072A9FA7471DA5FC1F5BBBDD605975241,2015-09-15 12:31:06,2017-08-19 13:47:12,2015-10-14 20:00:00,8832 FRANKFORD AVE,19136,,40.050196317,20 Business Days
,,3266679,11744085,Closed,Question Answered,Information Request,SR-IR01,Philadelphia Housing Development Corporation- PHDC,,2017-12-27 10:04:11,2017-12-27 10:04:18,2017-12-27 10:30:11,,,,,
0101000020E61000007E133390E1CD52C0C260489833FA4340,-75.21689229,153,8997289,Closed,Issue Resolved,Graffiti Removal,SR-CL01,Community Life Improvement Program,0101000020110F0000DB888589DCF05FC1AE18826178895241,2015-01-31 12:15:18,2015-08-12 03:47:15,2015-02-09 19:00:00,4750 LOCUST ST,19139,https://d21tc4b3k3r3vo.cloudfront.net/uploads/27412/requests/54cd0b451657f-369.jpg,39.954699554,7 Business Days
0101000020E6100000099C5366D6CD52C0F83F55BF31FA4340,-75.216210923,154,8997290,Closed,Issue Resolved,Graffiti Removal,SR-CL01,Community Life Improvement Program,0101000020110F00000A0B2393C9F05FC1CE30815576895241,2015-01-31 12:15:22,2015-08-12 03:47:15,2015-02-09 19:00:00,4701 LOCUST ST,19139,https://d21tc4b3k3r3vo.cloudfront.net/uploads/27412/requests/54cd0bca18f3a-369.jpg,39.954643168,7 Business Days
0101000020E6100000DE84EFBBF1CD52C01308E00B38FA4340,-75.217879283,155,8997291,Closed,Issue Resolved,Graffiti Removal,SR-CL01,Community Life Improvement Program,0101000020110F000015AC4701F8F05FC13A631E507D895241,2015-01-31 12:15:26,2015-08-12 03:47:15,2015-02-09 19:00:00,S 48TH ST & LOCUST ST,19139,https://d21tc4b3k3r3vo.cloudfront.net/uploads/27412/requests/54cd0c76eed4f-369.jpg,39.9548354,7 Business Days
,,157,11348694,Closed,Question Answered,Information Request,SR-IR01,Revenue,,2017-05-31 15:57:48,2017-05-31 16:01:17,2017-05-31 16:30:14,,,,,
,,158,11348664,Closed,Question Answered,Information Request,SR-IR01,First Judicial District/Courts,,2017-05-31 15:50:56,2017-05-31 16:02:06,2017-05-31 16:30:14,,,,,
,,3266677,11744083,Closed,,Information Request,SR-IR01,License & Inspections,,2017-12-27 10:03:46,2017-12-27 10:03:56,2017-12-27 10:30:11,,,,,
,,3266680,11744086,Closed,Question Answered,Information Request,SR-IR01,Office of Housing & Community Development- OHCD,,2017-12-27 10:04:23,2017-12-27 10:04:28,2017-12-27 10:30:11,,,,,
0101000020E61000006093F3CD4FCA52C031D7BBA288FE4340,-75.161120879,160,8997295,Closed,Issue Resolved,Graffiti Removal,SR-CL01,Community Life Improvement Program,0101000020110F0000DD460B6DCCEA5FC11492DE71458E5241,2015-01-31 13:15:16,2015-08-12 03:47:18,2015-02-09 19:00:00,1702 W DAUPHIN ST,19132,https://d21tc4b3k3r3vo.cloudfront.net/uploads/27412/requests/54cd1715326e5-369.jpg,39.988544791,7 Business Days
0101000020E61000001C8FBEEE59CA52C0B4CF7C3188FE4340,-75.161739051,161,8997296,Closed,Issue Resolved,Graffiti Removal,SR-CL01,Community Life Improvement Program,0101000020110F0000A2E829A1DDEA5FC1BA1B56F4448E5241,2015-01-31 13:15:20,2015-08-12 03:47:18,2015-02-09 19:00:00,2272 N BOUVIER ST,19132,https://d21tc4b3k3r3vo.cloudfront.net/uploads/27412/requests/54cd183094cbe-369.jpg,39.98853129,7 Business Days
0101000020E6100000C853E27C62CA52C03FA639A290FE4340,-75.162261223,162,8997297,Closed,Issue Resolved,Graffiti Removal,SR-CL01,Community Life Improvement Program,0101000020110F0000FF1E5629ECEA5FC16CE7824F4E8E5241,2015-01-31 13:15:24,2015-08-12 03:47:18,2015-02-09 19:00:00,2300 N 18TH ST,19132,https://d21tc4b3k3r3vo.cloudfront.net/uploads/27412/requests/54cd192c16b7a-369.jpg,39.988788865,7 Business Days
,,299,9256857,Closed,,Information Request,SR-IR01,Streets Department,,2015-06-30 15:59:31,2017-05-31 21:06:16,2017-05-31 21:30:25,,,,,None
0101000020E6100000A6B4FE9600CA52C053AEF02E17F94340,-75.156286,163,8997298,Closed,Issue Resolved,Graffiti Removal,SR-CL01,Community Life Improvement Program,0101000020110F0000D71C32DF45EA5FC152D6A6493D885241,2015-01-31 13:45:06,2015-08-12 03:47:20,2015-02-09 19:00:00,NW COR 9th 7 SPRUCE St,19107,https://d21tc4b3k3r3vo.cloudfront.net/uploads/27412/requests/54cd1c305e867-369.jpg,39.94602,7 Business Days
0101000020E610000021ACC612D6CD52C031FC54D3FDF94340,-75.216191004,219,8997355,Closed,Issue Resolved,Graffiti Removal,SR-CL01,Community Life Improvement Program,0101000020110F0000F3C73705C9F05FC12AFBD6CE3C895241,2015-02-01 00:15:06,2015-08-12 03:47:26,2015-02-09 19:00:00,349 S 47TH ST,19143,https://d21tc4b3k3r3vo.cloudfront.net/uploads/27412/requests/54cdaf53cada8-369.jpg,39.953058641,7 Business Days
0101000020E6100000439FFACDE5CD52C03C676E32E8F94340,-75.217151161,220,8997356,Closed,Issue Resolved,Graffiti Removal,SR-CL01,Community Life Improvement Program,0101000020110F00004BCBD3BDE3F05FC16DF46AD824895241,2015-02-01 00:15:11,2015-08-12 03:47:25,2015-02-09 19:00:00,4720 PINE ST,19143,https://d21tc4b3k3r3vo.cloudfront.net/uploads/27412/requests/54cdb001b86d8-369.jpg,39.952398592,7 Business Days
0101000020E6100000DC44B10512CE52C0661DA74BF3F94340,-75.219849986,221,8997357,Closed,Issue Resolved,Graffiti Removal,SR-CL01,Community Life Improvement Program,0101000020110F000011EE7FD92EF15FC168E93E2431895241,2015-02-01 00:15:15,2015-08-12 03:47:25,2015-02-09 19:00:00,4850 PINE ST,19143,https://d21tc4b3k3r3vo.cloudfront.net/uploads/27412/requests/54cdb0d40efd3-369.jpg,39.952737292,7 Business Days
0101000020E6100000608D583016CE52C0FD00BDD311FA4340,-75.220104297,222,8997359,Closed,Issue Resolved,Graffiti Removal,SR-CL01,Community Life Improvement Program,0101000020110F0000006551ED35F15FC17EA1DFF752895241,2015-02-01 00:15:22,2015-08-12 03:47:26,2015-02-09 19:00:00,301 S 49TH ST,19143,https://d21tc4b3k3r3vo.cloudfront.net/uploads/27412/requests/54cdb334a4856-369.jpg,39.953669038,7 Business Days
,,170,9004790,Closed,,Information Request,SR-IR01,Streets Department,,2015-02-04 19:47:47,2017-05-31 21:04:30,2017-05-31 21:30:24,,19143,,,None
,,171,9059981,Closed,,Information Request,SR-IR01,Streets Department,,2015-03-09 08:48:53,2017-05-31 21:04:30,2017-05-31 21:30:24,,19150,,,None
,,174,9156202,Closed,,Information Request,SR-IR01,Streets Department,,2015-05-04 14:16:49,2017-05-31 21:04:30,2017-05-31 21:30:24,,19140,,,None
0101000020E6100000D226DA97A4CA52C04E57E2C7B9F74340,-75.166295966,176,8997311,Closed,Issue Resolved,Abandoned Vehicle,SR-PD01,Police Department,0101000020110F0000965AB3725CEB5FC156AE3F3FBA865241,2015-01-31 16:15:20,2015-08-12 03:47:19,2015-03-12 20:00:00,1200 S JUNIPER ST,,,39.935357078,30 Business Days
,,178,9256640,Closed,,Information Request,SR-IR01,Streets Department,,2015-06-30 15:11:04,2017-05-31 21:04:30,2017-05-31 21:30:24,,Non-Provid,,,None
0101000020E610000041CC4ED40CC252C0CCC5E7674D044440,-75.032033042,179,8997314,Closed,Issue Resolved,Abandoned Vehicle,SR-PD01,Police Department,0101000020110F0000EA3F84EDC3DC5FC1D090F9FAAA945241,2015-01-31 17:15:12,2015-08-12 03:47:19,2015-03-12 20:00:00,4539 SHELMIRE AVE,,,40.033612239,30 Business Days
0101000020E610000018869F6AFACA52C0CAC6FFF451F94340,-75.171534212,183,8997323,Closed,Information Provided,Information Request,SR-IR01,Philly311 Contact Center,0101000020110F0000F918443AEEEB5FC1EA0402667E885241,2015-01-31 17:15:48,2015-08-12 03:47:21,,1808 SPRUCE ST,,https://d21tc4b3k3r3vo.cloudfront.net/uploads/27412/requests/54cd52eaf271b-369.jpg,39.947813634,None
0101000020E610000081A34F713DCA52C0D9D81D39EFF64340,-75.16000016,185,8997319,Closed,Issue Resolved,Graffiti Removal,SR-CL01,Community Life Improvement Program,0101000020110F00007C89883CADEA5FC182C8B0E5D9855241,2015-01-31 17:15:33,2015-08-12 03:47:22,2015-02-09 19:00:00,1601 S 09TH ST,19148,https://d21tc4b3k3r3vo.cloudfront.net/uploads/27412/requests/54cd513a8aa0c-369.jpg,39.929175515,7 Business Days
0101000020E6100000DECE3ABA3CCA52C0BF117A89F3F64340,-75.159956514,186,8997320,Closed,Issue Resolved,Graffiti Removal,SR-CL01,Community Life Improvement Program,0101000020110F0000A61C8D05ACEA5FC1E82ACFACDE855241,2015-01-31 17:15:36,2015-08-12 03:47:22,2015-02-09 19:00:00,1601 S 09TH ST,,https://d21tc4b3k3r3vo.cloudfront.net/uploads/27412/requests/54cd517e1a612-369.jpg,39.929307158,7 Business Days
0101000020E61000007460394206CD52C06DFFCA4A93FA4340,-75.203507,187,8997321,Closed,Issue Resolved,Graffiti Removal,SR-CL01,Community Life Improvement Program,0101000020110F00008518BA0668EF5FC15D8C2A69E2895241,2015-01-31 17:15:40,2015-08-12 03:47:24,2015-02-09 19:00:00,2?14 N Preston St,19104,https://d21tc4b3k3r3vo.cloudfront.net/uploads/27412/requests/54cd51fe12c91-369.jpg,39.95762,7 Business Days
0101000020E6100000D9FB7D94CBCA52C05B5451DD58054440,-75.168675541,3464109,11810892,Closed,,Illegal Dumping,SR-ST02,Streets Department,0101000020110F0000C369D2AB9EEB5FC19ABBC7ABD3955241,2018-02-07 13:13:27,2018-02-10 07:15:48,2018-02-14 19:00:00,501 E CHELTEN AVE,,,40.041774434,5 Business Days
0101000020E6100000E34468C23EC652C00CFDD9B0A2034440,-75.097580531,3464110,11811010,Closed,,Illegal Dumping,SR-ST02,Streets Department,0101000020110F0000B279291BE4E35FC1EB4C21A0ED935241,2018-02-07 13:48:00,2018-02-10 07:15:49,2018-02-14 19:00:00,850 FOULKROD ST,,,40.02840243,5 Business Days
0101000020E610000079D6E21164CA52C0853EDCFEAA054440,-75.162357778,3464111,11814232,Closed,,Illegal Dumping,SR-ST02,Streets Department,0101000020110F0000C3E645D9EEEA5FC1F99B24C92E965241,2018-02-09 14:43:34,2018-02-10 07:15:50,2018-02-18 19:00:00,5545 CHEW AVE,,,40.044280873,5 Business Days
0101000020E610000079D6E21164CA52C0853EDCFEAA054440,-75.162357778,3464112,11811027,Closed,,Illegal Dumping,SR-ST02,Streets Department,0101000020110F0000C3E645D9EEEA5FC1F99B24C92E965241,2018-02-07 13:52:15,2018-02-10 07:15:51,2018-02-14 19:00:00,5545 CHEW AVE,,,40.044280873,5 Business Days
0101000020E6100000D84FD6DA81C952C0F827A72C79054440,-75.148550712,3464113,11811137,Closed,,Rubbish/Recyclable Material Collection,SR-ST03,Streets Department,0101000020110F0000A66887996EE95FC14C01C083F7955241,2018-02-07 14:27:24,2018-02-10 07:15:52,2018-02-08 19:00:00,1639 CONLYN ST,,,40.042760449,2 Business Days
0101000020E6100000130E5A9B48C152C081B49CD79A074440,-75.020056569,3464114,11811211,Closed,,Rubbish/Recyclable Material Collection,SR-ST03,Streets Department,0101000020110F0000F531C99F76DB5FC17EBEBCF054985241,2018-02-07 14:47:55,2018-02-10 07:15:53,2018-02-08 19:00:00,9114 WOODEN BRIDGE RD,,,40.059412908,2 Business Days
,,196,11357437,Closed,Question Answered,Information Request,SR-IR01,Register of Wills/ Orphans Court,,2017-06-06 10:00:10,2017-06-06 10:00:20,2017-06-06 10:30:15,,,,,
,,197,11357440,Closed,Question Answered,Information Request,SR-IR01,Office of Homeless Services - OHS,,2017-06-06 10:00:14,2017-06-06 10:00:23,2017-06-06 10:30:15,,,,,
0101000020E6100000D061BEBCC0C352C063810AA2C9024440,-75.058638754,3464115,11811368,Closed,,Rubbish/Recyclable Material Collection,SR-ST03,Streets Department,0101000020110F0000FE917F5CA8DF5FC1A4AC82E3FC925241,2018-02-07 15:36:34,2018-02-10 07:15:54,2018-02-11 19:00:00,6146 GILLESPIE ST,,,40.021778354,2 Business Days
0101000020E610000088F8240382CD52C0BD851A2AEBF84340,-75.211060321,285,8997418,Closed,,Vacant House or Commercial,SR-LI27,License & Inspections,0101000020110F0000FC42F53B3AF05FC1517412860C885241,2015-02-01 15:15:12,2015-08-12 03:47:35,2015-02-26 19:00:00,1222 S MARKOE ST,,https://d21tc4b3k3r3vo.cloudfront.net/uploads/27412/requests/54ce83c52782a-369.jpg,39.944676648,20 Business Days
0101000020E6100000F9AE528BD2C252C04F038A8143034440,-75.044100603,286,8997419,Closed,Information Provided,Graffiti Removal,SR-CL01,Community Life Improvement Program,0101000020110F00000B9436C413DE5FC1D9EDD60D84935241,2015-02-01 15:15:16,2015-08-12 03:47:36,2015-02-09 19:00:00,6817 TORRESDALE AVE,,https://d21tc4b3k3r3vo.cloudfront.net/uploads/27412/requests/54ce868643902-369.jpg,40.025497616,7 Business Days
0101000020E6100000E6907989D6C252C0575F3C073F034440,-75.044344297,287,8997420,Closed,Information Provided,Graffiti Removal,SR-CL01,Community Life Improvement Program,0101000020110F000061E7708C1ADE5FC1A4AD7A167F935241,2015-02-01 15:15:20,2015-08-12 03:47:36,2015-02-09 19:00:00,6813 TORRESDALE AVE,,https://d21tc4b3k3r3vo.cloudfront.net/uploads/27412/requests/54ce870a1d28d-369.jpg,40.025360966,7 Business Days
0101000020E6100000CD0182393AC852C063EA11173E004440,-75.128553754,289,9004908,Closed,,Rubbish/Recyclable Material Collection,SR-ST03,Streets Department,0101000020110F000013323D1642E75FC1FB47B9682A905241,2015-02-05 08:29:10,2017-05-31 21:06:16,2015-02-08 19:00:00,3408 N FRONT ST,19140,,40.001894844,2 Business Days
0101000020E610000094171548BBCE52C08F8F7120FF054440,-75.230180761,290,9060103,Closed,,Rubbish/Recyclable Material Collection,SR-ST03,Streets Department,0101000020110F000066FD865A4EF25FC13197711F8C965241,2015-03-09 09:15:18,2017-05-31 21:06:16,2015-03-10 20:00:00,7200 SHALKOP ST,,,40.046848348,2 Business Days
0101000020E61000003DBED608B1CC52C034EF9B6F02FB4340,-75.198305326,291,8997425,Closed,Question Answered,Information Request,SR-IR01,Philly311 Contact Center,0101000020110F0000DADBB343D7EE5FC154E1898F5D8A5241,2015-02-01 15:45:06,2015-08-12 03:47:35,,3835 LANCASTER AVE,,https://d21tc4b3k3r3vo.cloudfront.net/uploads/27412/requests/54ce8db328f4d-369.jpg,39.961011842,None
0101000020E61000000123BB14CFC252C018A364285D044440,-75.04388922,255,8997393,Closed,Repair Completed,Graffiti Removal,SR-CL01,Community Life Improvement Program,0101000020110F0000585C3FE20DDE5FC15070F173BC945241,2015-02-01 11:15:27,2015-08-12 03:47:31,2015-02-09 19:00:00,7100 CHARLES ST,,https://d21tc4b3k3r3vo.cloudfront.net/uploads/27412/requests/54ce505d0776e-369.jpg,40.034092953,7 Business Days
